"Guid","AccountId","AssistantName","AssistantPhone","Birthdate","Department","Description","Email","EmailBouncedReason","Fax","FirstName","HasOptedOutOfEmail","HomePhone","Jigsaw","LastName","LeadSource","MailingCity","MailingCountry","MailingGeocodeAccuracy","MailingLatitude","MailingLongitude","MailingPostalCode","MailingState","MailingStreet","MobilePhone","OtherCity","OtherCountry","OtherGeocodeAccuracy","OtherLatitude","OtherLongitude","OtherPhone","OtherPostalCode","OtherState","OtherStreet","Phone","Product_Areas__c","ReportsToId","Salutation","Title","ccrz__CompanyName__c","ccrz__CompanyType__c","ccrz__DataId__c","ccrz__IsPortalUser__c","ccrz__SelfRegistered__c"
05296855-7714-4f75-9ece-49bd5d34a44d,0194f785-9aa9-4fb4-854b-6513228c47fa,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+62@gmail.com,"#N/A","#N/A",Edin,false,"#N/A","#N/A",Erasmus,"#N/A",Marple,UK,"#N/A","#N/A","#N/A",SK6 4HJ,"#N/A",14 Ross Road,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",078 0017 4455,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
05a5b8a2-08f2-4383-b5a5-88bcc7f93bb6,bb5abfa1-c90f-41f9-8869-47e78f18a1ec,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+410@gmail.com,"#N/A","#N/A",Carlye,false,"#N/A","#N/A",Guillermo,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(522) 169-8148,"#N/A","#N/A","#N/A","EVP, General Counsel & Secretary",Prodly,"#N/A","#N/A",false,false
05fca5bb-0983-4912-9ac6-d251927f9657,bb5abfa1-c90f-41f9-8869-47e78f18a1ec,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+308@gmail.com,"#N/A","#N/A",Giacinta,false,"#N/A","#N/A",Fee,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(440)475-1490,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
06960dfb-002e-43f6-9d65-8492be2806c6,d183ff5d-6b30-4ad5-aae0-067c8c7140c4,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+495@gmail.com,"#N/A","#N/A",Kellie,false,"#N/A","#N/A",Yankee,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",011 49 69 3576 6843,"#N/A","#N/A","#N/A",CIO,Prodly,"#N/A","#N/A",false,false
06f3f339-2593-43aa-bd99-052f45bdbb26,058c58d3-cdc5-40e9-9a4f-79e63b39aff2,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+200@gmail.com,"#N/A","#N/A",Evaleen,false,"#N/A","#N/A",Erroll,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",202-555-0107,"#N/A","#N/A","#N/A",CTO,Prodly,"#N/A","#N/A",false,false
06f6520e-f6d5-4afc-bc18-7d0bccb250db,a19295db-238b-45c9-a942-68b5aae0f017,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+658@gmail.com,"#N/A","#N/A",Seana,false,"#N/A","#N/A",Pattin,"#N/A",KALANG,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,26 Dalgarno Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2454,"#N/A","#N/A",(03) 5338 3984,"#N/A","#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
07a61d39-3434-432a-90d5-8344ad82333b,a3d60b7a-f869-4b37-b326-3b33d151fe40,"#N/A","#N/A","#N/A","#N/A","David Cordani became President and CEO of Cigna in 2009 and has spearheaded its transformation into a leading global health service company, doubling the size of the company in six years. He is a prominent voice addressing key health challenges, such as the empowering of individuals to manage their own health, innovating new health delivery models focused on patients’ health improvements, and partnering with physicians to focus on wellness, and improving clinical quality.",jmanningcongagdo+187@gmail.com,"#N/A","#N/A",Jeana,false,"#N/A","#N/A",Redford,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(535) 474-3781,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
07dd1711-5ec6-4059-afab-9dfd5085bad4,71ac0b8b-8667-49e1-8676-34c251a5d0ad,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+216@gmail.com,"#N/A","#N/A",Glennie,false,"#N/A","#N/A",Haskell,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(440)475-1490,"#N/A","#N/A","#N/A",CTO,Prodly,"#N/A","#N/A",false,false
08300a2b-a3a8-4c67-a8d8-f8a1995a9942,81198dc8-27dd-4f23-aa35-0a8cea9a113d,"#N/A","#N/A",1978-11-26,"#N/A","#N/A",jmanningcongagdo+475@gmail.com,"#N/A","#N/A",Biddy,false,"#N/A","#N/A",Wilbert,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",011 49 69 3576 6843,"#N/A","#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
0899ddfa-b146-4526-885d-c1ba5d00e6cf,ad14c7ce-41a5-42cc-b9f5-9b6d187a66aa,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+653@gmail.com,"#N/A","#N/A",Ashlen,false,"#N/A","#N/A",Sollie,"#N/A",CARODA,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2347,"#N/A","#N/A",(03) 5338 3979,"#N/A","#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
093cd85c-b610-4b1b-b362-0a86defbd54c,97837d0e-359f-4ef0-923d-07ee95d363cf,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+351@gmail.com,"#N/A","#N/A",Kitty,false,"#N/A","#N/A",Robinet,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",202-555-0116,"#N/A","#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
09507d38-83ec-4208-9aa5-6ec8b9dfea38,9ff4e204-b1bf-4b82-8614-f7e8e45c344f,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+172@gmail.com,"#N/A","#N/A",Candra,false,"#N/A","#N/A",Toiboid,"#N/A",London,UK,"#N/A","#N/A","#N/A",SW6 0EP,"#N/A",39 Crown Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",81 0017 4455,"#N/A","#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
09e60646-28d7-4a98-83f2-706d4452d084,d3d2ef89-ec57-4bcb-90ef-e56ed297ed02,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+757@gmail.com,"#N/A","#N/A",Liliane,false,"#N/A","#N/A",Parke,"#N/A",KALANG,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,26 Dalgarno Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2454,"#N/A","#N/A",(03) 5338 4020,"#N/A","#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
0a3de885-c20c-49e7-b04c-76823d327ad3,1d4cff12-31ba-4d45-b698-ca04cfb7d5ea,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+472@gmail.com,"#N/A","#N/A",Trina,false,"#N/A","#N/A",Felic,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",011 49 69 3576 6843,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
0a59aeab-03e2-4009-8d14-16ad005eeb12,5e4ef8a3-c6cf-457a-99a4-7fb2476bd65a,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+17@gmail.com,"#N/A","#N/A",Maura,false,"#N/A","#N/A",Abraham,"#N/A",KALANG,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2454,"#N/A","#N/A",(03) 5338 4075,"#N/A","#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
0ac7711a-4ee7-4cbc-913a-5b4f636633eb,96e5719e-e266-4424-8aff-d293db12ae84,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+255@gmail.com,"#N/A","#N/A",Elsi,false,"#N/A","#N/A",Bennie,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",202-555-0110,"#N/A","#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
0b4c958b-ef5c-459e-9def-ac0516d7c2bb,e956d854-bd35-4928-955a-95d8b98c554e,"#N/A","#N/A","#N/A","#N/A","As CEO of Delta Air Lines, Ed Bastian’s primary responsibility is to champion the company’s employee-driven, customer-focused culture and inspire the spirit of innovation that is the foundation of Delta’s success.",jmanningcongagdo+37@gmail.com,"#N/A","#N/A",Ivory,false,"#N/A","#N/A",Hillyer,"#N/A",Denver,USA,"#N/A","#N/A","#N/A",80205,CO,2001 Blake Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(239) 553-2559,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
0c8dd21b-5d80-4e55-9388-a97881dc5d7d,dd7aa370-3adc-4903-b991-689e0650445b,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+59@gmail.com,"#N/A","#N/A",Louisa,false,"#N/A","#N/A",Sterling,"#N/A",Marple,UK,"#N/A","#N/A","#N/A",SK6 4HJ,"#N/A",14 Ross Road,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",078 0017 4455,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
0da31351-0a35-47d2-8632-5a8280f5f52c,b15aa874-4e8d-43de-a23d-284ff93fbe6b,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+659@gmail.com,"#N/A","#N/A",Orsola,false,"#N/A","#N/A",Barret,"#N/A",CARODA,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2347,"#N/A","#N/A",(03) 5338 3985,"#N/A","#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
0dde32de-1f14-4b81-9932-c3e137f2651d,d183ff5d-6b30-4ad5-aae0-067c8c7140c4,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+543@gmail.com,"#N/A","#N/A",Kaylyn,false,"#N/A","#N/A",Paul,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",011 49 69 3576 6843,"#N/A","#N/A","#N/A",CIO,Prodly,"#N/A","#N/A",false,false
0df92a42-738b-41b1-ad84-6301d50ab53c,d8b051a2-0772-44d7-a203-4857ebd3928a,"#N/A","#N/A",1972-11-25,"#N/A","#N/A",jmanningcongagdo+562@gmail.com,"#N/A","#N/A",Dynah,false,"#N/A","#N/A",Morley,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+41 22 343 80 14,"#N/A","#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
0e01c04a-08b7-4a58-b9dc-24c14fcaf343,90351565-4efe-42c1-9799-cff1692cc281,"#N/A","#N/A",1972-08-05,"#N/A","Elisa D. Garcia joined Macy’s, Inc. in September 2016 as chief legal officer. She serves as the company’s chief legal counsel and secretary to the board of directors, and oversees law department functions located in Cincinnati, St. Louis, Atlanta, San Francisco and New York.",jmanningcongagdo+266@gmail.com,"#N/A","#N/A",Vania,false,"#N/A","#N/A",Raleigh,"#N/A",San Francisco,USA,"#N/A","#N/A","#N/A",94105,CA,555 Corporate Ave.,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(249) 567-9797,"#N/A","#N/A","#N/A",Chief Legal Officer,Prodly,"#N/A","#N/A",false,false
0e6ce55c-34dd-48f1-80c3-3c3a452b7454,1a33715f-0314-4ee5-b1c5-dc9392fb56b4,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+412@gmail.com,"#N/A","#N/A",Janene,false,"#N/A","#N/A",Ban,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(589) 505-2861,"#N/A","#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
0ebd2f4b-b706-42ea-8b42-d4fced7c50e5,e459732c-55d9-41c8-91a4-31d63da6845c,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+127@gmail.com,"#N/A","#N/A",Janessa,false,"#N/A","#N/A",Wilton,"#N/A",BARTON BENDISH,UK,"#N/A","#N/A","#N/A",PE33 1YD,"#N/A",97 Gordon Terrace,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",79 4352 5277,"#N/A","#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
0ecc7f33-debb-490b-8f6e-1fd0715dc790,2a6019d7-2746-4925-a99f-174ae650a991,Jenny Smith,123 098 7654,1971-09-25,Manufacturing - Floor,"Mr. Griffith is senior vice president and chief financial officer of Marathon Petroleum Corporation. He is a member of the boards of directors of MPLX GP LLC and the Marathon Center for the Performing Arts, where he serves on the finance committee. Mr. Griffith is chair of the investment committee for the Boy Scouts of America Black Swamp Council and treasurer of Berry Boy Scouts Inc.",jmanningcongagdo+267@gmail.com,"#N/A",(303) 234-5678,Lorain,false,(555) 666-8888,"#N/A",Gaspar,"#N/A",San Francisco,USA,"#N/A","#N/A","#N/A",94105,CA,555 Corporate Ave.,(303) 123-4567,Broomfield,USA,"#N/A","#N/A","#N/A","#N/A",80021,CO,390 Interlocken Crescent #500,(974) 230-5869,"#N/A","#N/A","#N/A",SVP and CFO,Prodly,"#N/A","#N/A",false,false
0f039301-7b32-4f01-9baf-66d9c954c97f,0d1cd367-c3c6-43d6-bdb4-e1d16f186066,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+528@gmail.com,"#N/A","#N/A",Corabel,false,"#N/A","#N/A",Gaspard,"#N/A",Glendale,USA,"#N/A","#N/A","#N/A",85305,AZ,1 Cardinals Drive,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(133) 142-8613,"#N/A","#N/A","#N/A",Chief Executive Officer,Prodly,"#N/A","#N/A",false,false
0f5efad8-0b1a-451e-a447-a0a9b41fff9c,5ebc860d-9110-4655-8d61-4fc464a06fc8,"#N/A",(03) 7790 6654,"#N/A",Operations,"#N/A",jmanningcongagdo+692@gmail.com,"#N/A",(03) 7790 6654,Jeana,false,"#N/A","#N/A",Benito,"#N/A",Docklands,Australia,"#N/A","#N/A","#N/A",3008,VIC,50 Kerra Way,0421 119 254,Docklands,Australia,"#N/A","#N/A","#N/A","#N/A",3008,VIC,50 Kerra Way,(03) 7790 6654,"#N/A","#N/A","#N/A",VP Operations,Prodly,"#N/A","#N/A",false,false
